Location,Date,AQI
Howard County,2015,37.7
Howard County,2016,39.2
Howard County,2017,35.7
Howard County,2018,37.3
Howard County,2019,32.4
Howard County,2020,29.8
Howard County,2021,32.3
Howard County,2022,31.9
Loudoun County,2000,44.7
Loudoun County,2001,51.8
Loudoun County,2002,59.3
Loudoun County,2003,46.8
Loudoun County,2004,45.9
Loudoun County,2005,39.6
Loudoun County,2006,47.9
Loudoun County,2007,49.8
Loudoun County,2008,42.8
Loudoun County,2009,36.5
Loudoun County,2010,42.5
Loudoun County,2011,39.1
Loudoun County,2012,39.4
Loudoun County,2013,34.7
Loudoun County,2014,36.7
Loudoun County,2015,35.9
Loudoun County,2016,34.9
Loudoun County,2017,36.2
Loudoun County,2018,34.4
Loudoun County,2019,36.0
Loudoun County,2020,34.6
Loudoun County,2021,37.9
Loudoun County,2022,32.2
Loudoun County,2023,33.6
Montgomery County,2000,51.3
Montgomery County,2000,55.8
Montgomery County,2001,55.2
Montgomery County,2001,61.7
Montgomery County,2002,53.4
Montgomery County,2002,63.4
Montgomery County,2003,45.5
Montgomery County,2003,47.2
Montgomery County,2004,47.2
Montgomery County,2004,51.9
Montgomery County,2005,48.5
Montgomery County,2005,45.3
Montgomery County,2006,50.0
Montgomery County,2006,54.1
Montgomery County,2007,48.5
Montgomery County,2007,61.5
Montgomery County,2008,48.8
Montgomery County,2008,57.8
Montgomery County,2009,45.0
Montgomery County,2009,48.2
Montgomery County,2010,51.0
Montgomery County,2010,52.6
Montgomery County,2011,49.1
Montgomery County,2011,50.1
Montgomery County,2012,48.1
Montgomery County,2012,48.9
Montgomery County,2013,41.0
Montgomery County,2013,44.7
Montgomery County,2014,42.0
Montgomery County,2014,47.2
Montgomery County,2015,45.6
Montgomery County,2015,43.1
Montgomery County,2016,39.2
Montgomery County,2016,42.8
Montgomery County,2017,38.9
Montgomery County,2017,41.9
Montgomery County,2018,41.6
Montgomery County,2018,41.2
Montgomery County,2019,37.5
Montgomery County,2019,39.8
Montgomery County,2020,33.4
Montgomery County,2020,37.9
Montgomery County,2021,41.0
Montgomery County,2021,38.4
Montgomery County,2022,45.1
Montgomery County,2022,36.7
Prince George's County,2000,50.2
Prince George's County,2001,54.4
Prince George's County,2002,57.7
Prince George's County,2003,47.3
Prince George's County,2004,47.4
Prince George's County,2005,52.6
Prince George's County,2006,53.7
Prince George's County,2007,56.4
Prince George's County,2008,51.4
Prince George's County,2009,48.3
Prince George's County,2010,57.9
Prince George's County,2011,54.3
Prince George's County,2012,54.8
Prince George's County,2013,47.6
Prince George's County,2014,47.4
Prince George's County,2015,51.6
Prince George's County,2016,47.0
Prince George's County,2017,44.0
Prince George's County,2018,44.0
Prince George's County,2019,45.4
Prince George's County,2020,38.3
Prince George's County,2021,42.4
Prince George's County,2022,35.7
Prince George's County,2023,33.5
Prince William County,2000,38.1
Prince William County,2001,43.2
Prince William County,2002,46.3
Prince William County,2003,37.9
Prince William County,2004,35.9
Prince William County,2005,36.5
Prince William County,2006,38.2
Prince William County,2007,39.6
Prince William County,2008,34.8
Prince William County,2009,28.9
Prince William County,2010,34.8
Prince William County,2011,32.3
Prince William County,2012,34.2
Prince William County,2013,29.0
Prince William County,2014,30.2
Prince William County,2015,30.1
Prince William County,2016,30.6
Prince William County,2017,31.0
Prince William County,2018,29.8
Prince William County,2019,31.8
Prince William County,2020,33.4
Prince William County,2021,36.2
Prince William County,2022,49.2
Prince William County,2023,33.2
