Entity properties name,Variable observation date,Variable observation value
Loudoun County,12/3/1993,14
Loudoun County,12/9/1993,19
Loudoun County,12/15/1993,10
Loudoun County,12/21/1993,3
Loudoun County,12/27/1993,13
Loudoun County,1/2/1994,12
Loudoun County,1/8/1994,8
Loudoun County,1/14/1994,7
Loudoun County,1/26/1994,13
Loudoun County,2/1/1994,12
Loudoun County,2/7/1994,17
Loudoun County,2/13/1994,13
Loudoun County,2/19/1994,21
Loudoun County,2/25/1994,8
Loudoun County,3/3/1994,5
Loudoun County,3/15/1994,15
Loudoun County,3/21/1994,12
Loudoun County,3/27/1994,8
Loudoun County,4/2/1994,15
Loudoun County,4/8/1994,9
Loudoun County,4/14/1994,10
Loudoun County,4/20/1994,14
Loudoun County,4/26/1994,31
Loudoun County,5/2/1994,12
Loudoun County,5/8/1994,10
Loudoun County,5/14/1994,13
Loudoun County,5/20/1994,11
Loudoun County,5/26/1994,19
Loudoun County,6/1/1994,22
Loudoun County,6/7/1994,25
Loudoun County,6/13/1994,29
Loudoun County,6/19/1994,31
Loudoun County,6/25/1994,19
Loudoun County,7/1/1994,26
Loudoun County,7/7/1994,17
Loudoun County,7/13/1994,48
Loudoun County,7/19/1994,32
Loudoun County,7/25/1994,34
Loudoun County,7/31/1994,31
Loudoun County,8/6/1994,11
Loudoun County,8/12/1994,23
Loudoun County,8/18/1994,10
Loudoun County,8/24/1994,18
Loudoun County,8/30/1994,16
Loudoun County,9/5/1994,16
Loudoun County,9/11/1994,14
Loudoun County,9/17/1994,41
Loudoun County,9/23/1994,6
Loudoun County,9/29/1994,10
Loudoun County,10/5/1994,12
Loudoun County,10/11/1994,8
Loudoun County,10/17/1994,13
Loudoun County,10/23/1994,20
Loudoun County,10/29/1994,18
Loudoun County,11/4/1994,21
Loudoun County,11/10/1994,6
Loudoun County,11/16/1994,6
Loudoun County,11/22/1994,7
Loudoun County,11/28/1994,6
Loudoun County,12/4/1994,24
Loudoun County,12/10/1994,9
Loudoun County,12/16/1994,13
Loudoun County,12/22/1994,34
Loudoun County,12/28/1994,11
Loudoun County,1/3/1995,7
Loudoun County,1/9/1995,11
Loudoun County,1/15/1995,6
Loudoun County,1/21/1995,2
Loudoun County,1/27/1995,8
Loudoun County,2/2/1995,7
Loudoun County,2/8/1995,10
Loudoun County,2/14/1995,12
Loudoun County,2/20/1995,21
Loudoun County,2/26/1995,14
Loudoun County,3/4/1995,20
Loudoun County,3/16/1995,30
Loudoun County,3/28/1995,14
Loudoun County,4/3/1995,19
Loudoun County,4/9/1995,21
Loudoun County,4/15/1995,9
Loudoun County,4/21/1995,19
Loudoun County,4/27/1995,19
Loudoun County,5/3/1995,11
Loudoun County,5/9/1995,14
Loudoun County,5/15/1995,9
Loudoun County,5/21/1995,16
Loudoun County,5/27/1995,21
Loudoun County,6/2/1995,20
Loudoun County,6/8/1995,31
Loudoun County,6/14/1995,16
Loudoun County,6/20/1995,31
Loudoun County,6/26/1995,23
Loudoun County,7/2/1995,26
Loudoun County,7/8/1995,24
Loudoun County,7/14/1995,42
Loudoun County,7/20/1995,29
Loudoun County,7/26/1995,24
Loudoun County,8/1/1995,42
Loudoun County,8/7/1995,11
Loudoun County,8/13/1995,31
Loudoun County,8/19/1995,16
Loudoun County,8/25/1995,19
Loudoun County,8/31/1995,43
Loudoun County,9/6/1995,33
Loudoun County,9/12/1995,17
Loudoun County,9/18/1995,12
Loudoun County,9/24/1995,9
Loudoun County,9/30/1995,11
Loudoun County,10/6/1995,14
Loudoun County,10/12/1995,23
Loudoun County,10/18/1995,10
Loudoun County,10/24/1995,12
Loudoun County,10/30/1995,5
Loudoun County,11/5/1995,6
Loudoun County,11/11/1995,6
Loudoun County,11/17/1995,10
Loudoun County,11/23/1995,14
Loudoun County,11/29/1995,8
Loudoun County,12/5/1995,14
Loudoun County,12/11/1995,6
Loudoun County,12/17/1995,12
Loudoun County,12/23/1995,5
Loudoun County,12/29/1995,9
Loudoun County,1/4/1996,9
Loudoun County,1/10/1996,8
Loudoun County,1/16/1996,19
Loudoun County,1/22/1996,28
Loudoun County,1/28/1996,6
Loudoun County,2/3/1996,9
Loudoun County,2/9/1996,6
Loudoun County,2/15/1996,12
Loudoun County,2/21/1996,11
Loudoun County,2/27/1996,16
Loudoun County,3/4/1996,7
Loudoun County,3/10/1996,9
Loudoun County,3/16/1996,6
Loudoun County,3/22/1996,6
Loudoun County,3/28/1996,12
Loudoun County,4/3/1996,10
Loudoun County,4/9/1996,15
Loudoun County,4/21/1996,12
Loudoun County,4/27/1996,10
Loudoun County,5/3/1996,23
Loudoun County,5/9/1996,15
Loudoun County,5/15/1996,16
Loudoun County,5/21/1996,25
Loudoun County,5/27/1996,12
Loudoun County,6/2/1996,14
Loudoun County,6/8/1996,29
Loudoun County,6/14/1996,30
Loudoun County,6/20/1996,21
Loudoun County,6/26/1996,17
Loudoun County,7/2/1996,28
Loudoun County,7/8/1996,26
Loudoun County,7/14/1996,31
Loudoun County,7/20/1996,12
Loudoun County,7/26/1996,24
Loudoun County,8/1/1996,21
Loudoun County,8/7/1996,51
Loudoun County,8/13/1996,12
Loudoun County,8/19/1996,22
Loudoun County,8/25/1996,20
Loudoun County,8/31/1996,54
Loudoun County,9/6/1996,18
Loudoun County,9/12/1996,25
Loudoun County,9/18/1996,9
Loudoun County,9/24/1996,20
Loudoun County,9/30/1996,10
Loudoun County,10/6/1996,6
Loudoun County,10/12/1996,11
Loudoun County,10/18/1996,26
Loudoun County,10/24/1996,9
Loudoun County,10/30/1996,18
Loudoun County,11/5/1996,20
Loudoun County,11/11/1996,7
Loudoun County,11/17/1996,21
Loudoun County,11/23/1996,10
Loudoun County,11/29/1996,20
Loudoun County,12/5/1996,14
Loudoun County,12/11/1996,17
Loudoun County,12/17/1996,8
Loudoun County,1/4/1997,14
Loudoun County,1/10/1997,6
Loudoun County,1/16/1997,9
Loudoun County,1/22/1997,15
Loudoun County,1/28/1997,9
Loudoun County,2/3/1997,20
Loudoun County,2/9/1997,12
Loudoun County,2/15/1997,10
Loudoun County,2/21/1997,8
Loudoun County,2/27/1997,9
Loudoun County,3/5/1997,12
Loudoun County,3/11/1997,7
Loudoun County,3/17/1997,10
Loudoun County,3/23/1997,6
Loudoun County,3/29/1997,12
Loudoun County,4/4/1997,18
Loudoun County,4/16/1997,19
Loudoun County,4/22/1997,24
Loudoun County,4/28/1997,10
Loudoun County,5/4/1997,9
Loudoun County,5/10/1997,4
Loudoun County,5/16/1997,9
Loudoun County,5/22/1997,20
Loudoun County,6/3/1997,11
Loudoun County,6/9/1997,30
Loudoun County,6/27/1997,15
Loudoun County,7/3/1997,17
Loudoun County,7/9/1997,31
Loudoun County,7/15/1997,33
Loudoun County,7/21/1997,24
Loudoun County,7/27/1997,12
Loudoun County,8/2/1997,23
Loudoun County,8/8/1997,30
Loudoun County,8/14/1997,24
Loudoun County,8/26/1997,24
Loudoun County,9/1/1997,21
Loudoun County,9/13/1997,21
Loudoun County,9/19/1997,15
Loudoun County,12/6/1997,5
Loudoun County,12/12/1997,11
Loudoun County,12/24/1997,19
Loudoun County,12/30/1997,13
Loudoun County,4/4/1998,36
Loudoun County,4/5/1998,44
Loudoun County,4/6/1998,43
Loudoun County,4/7/1998,44
Loudoun County,4/8/1998,40
Loudoun County,4/9/1998,37
Loudoun County,4/10/1998,41
Loudoun County,4/11/1998,49
Loudoun County,4/12/1998,54
Loudoun County,4/13/1998,67
Loudoun County,4/14/1998,42
Loudoun County,4/15/1998,54
Loudoun County,4/16/1998,50
Loudoun County,4/17/1998,43
Loudoun County,4/18/1998,43
Loudoun County,4/19/1998,29
Loudoun County,4/20/1998,47
Loudoun County,4/21/1998,46
Loudoun County,4/22/1998,61
Loudoun County,4/23/1998,50
Loudoun County,4/24/1998,80
Loudoun County,4/25/1998,77
Loudoun County,4/26/1998,48
Loudoun County,4/27/1998,42
Loudoun County,4/28/1998,43
Loudoun County,4/29/1998,74
Loudoun County,4/30/1998,44
Loudoun County,5/1/1998,29
Loudoun County,5/2/1998,43
Loudoun County,5/3/1998,54
Loudoun County,5/4/1998,47
Loudoun County,5/5/1998,43
Loudoun County,5/6/1998,64
Loudoun County,5/7/1998,46
Loudoun County,5/8/1998,43
Loudoun County,5/9/1998,44
Loudoun County,5/10/1998,35
Loudoun County,5/11/1998,25
Loudoun County,5/12/1998,21
Loudoun County,5/13/1998,34
Loudoun County,5/14/1998,47
Loudoun County,5/15/1998,105
Loudoun County,5/16/1998,147
Loudoun County,5/17/1998,119
Loudoun County,5/18/1998,108
Loudoun County,5/19/1998,164
Loudoun County,5/20/1998,126
Loudoun County,5/21/1998,93
Loudoun County,5/22/1998,50
Loudoun County,5/23/1998,45
Loudoun County,5/24/1998,51
Loudoun County,5/25/1998,61
Loudoun County,5/26/1998,80
Loudoun County,5/27/1998,45
Loudoun County,5/28/1998,136
Loudoun County,5/29/1998,143
Loudoun County,5/30/1998,112
Loudoun County,5/31/1998,77
Loudoun County,6/1/1998,61
Loudoun County,6/2/1998,115
Loudoun County,6/3/1998,48
Loudoun County,6/4/1998,47
Loudoun County,6/5/1998,49
Loudoun County,6/6/1998,38
Loudoun County,6/7/1998,37
Loudoun County,6/8/1998,49
Loudoun County,6/9/1998,44
Loudoun County,6/10/1998,31
Loudoun County,6/11/1998,28
Loudoun County,6/12/1998,45
Loudoun County,6/13/1998,46
Loudoun County,6/14/1998,49
Loudoun County,6/15/1998,44
Loudoun County,6/16/1998,61
Loudoun County,6/17/1998,67
Loudoun County,6/18/1998,105
Loudoun County,6/19/1998,39
Loudoun County,6/20/1998,126
Loudoun County,6/21/1998,101
Loudoun County,6/22/1998,108
Loudoun County,6/23/1998,126
Loudoun County,6/24/1998,100
Loudoun County,6/25/1998,136
Loudoun County,6/26/1998,143
Loudoun County,6/27/1998,77
Loudoun County,6/28/1998,34
Loudoun County,6/29/1998,45
Loudoun County,6/30/1998,47
Loudoun County,7/1/1998,71
Loudoun County,7/2/1998,84
Loudoun County,7/3/1998,156
Loudoun County,7/4/1998,133
Loudoun County,7/5/1998,49
Loudoun County,7/6/1998,154
Loudoun County,7/7/1998,115
Loudoun County,7/8/1998,40
Loudoun County,7/9/1998,80
Loudoun County,7/10/1998,77
Loudoun County,7/11/1998,50
Loudoun County,7/12/1998,84
Loudoun County,7/13/1998,143
Loudoun County,7/14/1998,119
Loudoun County,7/15/1998,93
Loudoun County,7/16/1998,112
Loudoun County,7/17/1998,115
Loudoun County,7/18/1998,112
Loudoun County,7/19/1998,126
Loudoun County,7/20/1998,115
Loudoun County,7/21/1998,105
Loudoun County,7/22/1998,156
Loudoun County,7/23/1998,50
Loudoun County,7/24/1998,108
Loudoun County,7/25/1998,136
Loudoun County,7/26/1998,101
Loudoun County,7/27/1998,80
Loudoun County,7/28/1998,129
Loudoun County,7/29/1998,150
Loudoun County,7/30/1998,202
Loudoun County,7/31/1998,74
Loudoun County,8/1/1998,51
Loudoun County,8/2/1998,101
Loudoun County,8/3/1998,172
Loudoun County,8/4/1998,195
Loudoun County,8/5/1998,133
Loudoun County,8/6/1998,90
Loudoun County,8/7/1998,58
Loudoun County,8/8/1998,47
Loudoun County,8/9/1998,39
Loudoun County,8/10/1998,42
Loudoun County,8/11/1998,90
Loudoun County,8/12/1998,71
Loudoun County,8/13/1998,140
Loudoun County,8/14/1998,74
Loudoun County,8/15/1998,90
Loudoun County,8/16/1998,74
Loudoun County,8/17/1998,37
Loudoun County,8/18/1998,101
Loudoun County,8/19/1998,40
Loudoun County,8/20/1998,64
Loudoun County,8/21/1998,161
Loudoun County,8/22/1998,192
Loudoun County,8/23/1998,122
Loudoun County,8/24/1998,140
Loudoun County,8/25/1998,185
Loudoun County,8/26/1998,97
Loudoun County,8/27/1998,67
Loudoun County,8/28/1998,112
Loudoun County,8/29/1998,150
Loudoun County,8/30/1998,105
Loudoun County,8/31/1998,105
Loudoun County,9/1/1998,115
Loudoun County,9/2/1998,136
Loudoun County,9/3/1998,133
Loudoun County,9/4/1998,122
Loudoun County,9/5/1998,80
Loudoun County,9/6/1998,156
Loudoun County,9/7/1998,112
Loudoun County,9/8/1998,34
Loudoun County,9/9/1998,26
Loudoun County,9/10/1998,43
Loudoun County,9/11/1998,119
Loudoun County,9/12/1998,187
Loudoun County,9/13/1998,187
Loudoun County,9/14/1998,197
Loudoun County,9/15/1998,154
Loudoun County,9/16/1998,119
Loudoun County,9/17/1998,67
Loudoun County,9/18/1998,47
Loudoun County,9/19/1998,49
Loudoun County,9/20/1998,51
Loudoun County,9/21/1998,90
Loudoun County,9/22/1998,34
Loudoun County,9/23/1998,31
Loudoun County,9/24/1998,54
Loudoun County,9/25/1998,37
Loudoun County,9/26/1998,108
Loudoun County,9/27/1998,93
Loudoun County,9/28/1998,50
Loudoun County,9/29/1998,47
Loudoun County,9/30/1998,50
Loudoun County,10/1/1998,41
Loudoun County,10/2/1998,35
Loudoun County,10/3/1998,27
Loudoun County,10/4/1998,17
Loudoun County,10/5/1998,25
Loudoun County,10/6/1998,38
Loudoun County,10/7/1998,31
Loudoun County,10/8/1998,24
Loudoun County,10/9/1998,16
Loudoun County,10/10/1998,31
Loudoun County,10/11/1998,38
Loudoun County,10/12/1998,25
Loudoun County,10/13/1998,27
Loudoun County,10/14/1998,39
Loudoun County,10/15/1998,26
Loudoun County,10/16/1998,35
Loudoun County,10/17/1998,41
Loudoun County,10/18/1998,84
Loudoun County,10/19/1998,41
Loudoun County,10/20/1998,34
Loudoun County,10/21/1998,34
Loudoun County,10/22/1998,30
Loudoun County,10/23/1998,33
Loudoun County,10/24/1998,35
Loudoun County,10/25/1998,36
Loudoun County,10/26/1998,63
Loudoun County,10/27/1998,46
Loudoun County,10/28/1998,49
Loudoun County,10/29/1998,34
Loudoun County,10/30/1998,31
Loudoun County,10/31/1998,32
Loudoun County,11/1/1998,25
Loudoun County,11/2/1998,29
Loudoun County,11/3/1998,26
Loudoun County,11/4/1998,24
Loudoun County,11/5/1998,30
Loudoun County,11/6/1998,25
Loudoun County,11/7/1998,25
Loudoun County,11/8/1998,25
Loudoun County,11/9/1998,33
Loudoun County,11/10/1998,29
Loudoun County,11/11/1998,20
Loudoun County,11/12/1998,32
Loudoun County,11/13/1998,39
Loudoun County,11/14/1998,33
Loudoun County,11/15/1998,15
Loudoun County,11/16/1998,36
Loudoun County,11/17/1998,28
Loudoun County,11/18/1998,33
Loudoun County,11/19/1998,34
Loudoun County,11/20/1998,26
Loudoun County,11/21/1998,8
Loudoun County,11/22/1998,23
Loudoun County,11/23/1998,27
Loudoun County,11/24/1998,27
Loudoun County,11/25/1998,34
Loudoun County,11/26/1998,12
Loudoun County,11/27/1998,30
Loudoun County,11/28/1998,28
Loudoun County,11/29/1998,44
Loudoun County,11/30/1998,55
Loudoun County,12/1/1998,27
Loudoun County,12/2/1998,39
Loudoun County,12/3/1998,31
Loudoun County,12/4/1998,32
Loudoun County,12/5/1998,29
Loudoun County,12/6/1998,15
Loudoun County,12/7/1998,19
Loudoun County,12/8/1998,23
Loudoun County,12/9/1998,32
Loudoun County,12/10/1998,32
Loudoun County,12/11/1998,36
Loudoun County,12/12/1998,23
Loudoun County,12/13/1998,26
Loudoun County,12/14/1998,37
Loudoun County,12/15/1998,38
Loudoun County,12/16/1998,39
Loudoun County,12/17/1998,26
Loudoun County,12/18/1998,38
Loudoun County,12/19/1998,15
Loudoun County,12/20/1998,35
Loudoun County,12/21/1998,28
Loudoun County,12/22/1998,17
Loudoun County,12/23/1998,35
Loudoun County,12/24/1998,33
Loudoun County,12/25/1998,31
Loudoun County,12/26/1998,28
Loudoun County,12/27/1998,28
Loudoun County,12/28/1998,28
Loudoun County,12/29/1998,26
Loudoun County,12/30/1998,16
Loudoun County,12/31/1998,27
Loudoun County,1/1/1999,18
Loudoun County,1/2/1999,33
Loudoun County,1/3/1999,28
Loudoun County,1/4/1999,21
Loudoun County,1/5/1999,36
Loudoun County,1/6/1999,28
Loudoun County,1/7/1999,31
Loudoun County,1/8/1999,39
Loudoun County,1/9/1999,21
Loudoun County,1/10/1999,28
Loudoun County,1/11/1999,42
Loudoun County,1/12/1999,28
Loudoun County,1/13/1999,42
Loudoun County,1/14/1999,31
Loudoun County,1/15/1999,31
Loudoun County,1/16/1999,30
Loudoun County,1/17/1999,44
Loudoun County,1/18/1999,31
Loudoun County,1/19/1999,39
Loudoun County,1/20/1999,40
Loudoun County,1/21/1999,32
Loudoun County,1/22/1999,36
Loudoun County,1/23/1999,25
Loudoun County,1/24/1999,17
Loudoun County,1/25/1999,27
Loudoun County,1/26/1999,28
Loudoun County,1/27/1999,35
Loudoun County,1/28/1999,41
Loudoun County,1/29/1999,32
Loudoun County,1/30/1999,22
Loudoun County,1/31/1999,26
Loudoun County,2/1/1999,40
Loudoun County,2/2/1999,36
Loudoun County,2/3/1999,41
Loudoun County,2/4/1999,32
Loudoun County,2/5/1999,40
Loudoun County,2/6/1999,31
Loudoun County,2/7/1999,25
Loudoun County,2/8/1999,66
Loudoun County,2/9/1999,31
Loudoun County,2/10/1999,46
Loudoun County,2/11/1999,50
Loudoun County,2/12/1999,12
Loudoun County,2/13/1999,8
Loudoun County,2/14/1999,32
Loudoun County,2/15/1999,40
Loudoun County,2/16/1999,51
Loudoun County,2/17/1999,92
Loudoun County,2/18/1999,46
Loudoun County,2/19/1999,30
Loudoun County,2/20/1999,55
Loudoun County,2/21/1999,12
Loudoun County,2/22/1999,27
Loudoun County,2/23/1999,43
Loudoun County,2/24/1999,40
Loudoun County,2/25/1999,43
Loudoun County,2/26/1999,68
Loudoun County,2/27/1999,45
Loudoun County,2/28/1999,37
Loudoun County,3/1/1999,27
Loudoun County,3/2/1999,46
Loudoun County,3/3/1999,38
Loudoun County,3/4/1999,24
Loudoun County,3/5/1999,43
Loudoun County,3/6/1999,21
Loudoun County,3/7/1999,20
Loudoun County,3/8/1999,27
Loudoun County,3/9/1999,47
Loudoun County,3/10/1999,63
Loudoun County,3/11/1999,19
Loudoun County,3/12/1999,13
Loudoun County,3/13/1999,42
Loudoun County,3/14/1999,38
Loudoun County,3/15/1999,34
Loudoun County,3/16/1999,49
Loudoun County,3/17/1999,45
Loudoun County,3/18/1999,23
Loudoun County,3/19/1999,31
Loudoun County,3/20/1999,39
Loudoun County,3/21/1999,17
Loudoun County,3/22/1999,12
Loudoun County,3/23/1999,33
Loudoun County,3/24/1999,35
Loudoun County,3/25/1999,45
Loudoun County,3/26/1999,35
Loudoun County,3/27/1999,26
Loudoun County,3/28/1999,33
Loudoun County,3/29/1999,29
Loudoun County,3/30/1999,44
Loudoun County,3/31/1999,38
Loudoun County,4/1/1999,35
Loudoun County,4/2/1999,39
Loudoun County,4/3/1999,51
Loudoun County,4/4/1999,47
Loudoun County,4/5/1999,66
Loudoun County,4/6/1999,44
Loudoun County,4/7/1999,51
Loudoun County,4/8/1999,105
Loudoun County,4/9/1999,55
Loudoun County,4/10/1999,49
Loudoun County,4/11/1999,32
Loudoun County,4/12/1999,41
Loudoun County,4/13/1999,44
Loudoun County,4/14/1999,45
Loudoun County,4/15/1999,42
Loudoun County,4/16/1999,50
Loudoun County,4/17/1999,44
Loudoun County,4/18/1999,35
Loudoun County,4/19/1999,41
Loudoun County,4/20/1999,36
Loudoun County,4/21/1999,64
Loudoun County,4/22/1999,53
Loudoun County,4/23/1999,37
Loudoun County,4/24/1999,49
Loudoun County,4/25/1999,54
Loudoun County,4/26/1999,50
Loudoun County,4/27/1999,42
Loudoun County,4/28/1999,42
Loudoun County,4/29/1999,49
Loudoun County,4/30/1999,44
Loudoun County,5/1/1999,49
Loudoun County,5/2/1999,54
Loudoun County,5/3/1999,38
Loudoun County,5/4/1999,49
Loudoun County,5/5/1999,54
Loudoun County,5/6/1999,83
Loudoun County,5/7/1999,29
Loudoun County,5/8/1999,61
Loudoun County,5/9/1999,54
Loudoun County,5/10/1999,61
Loudoun County,5/11/1999,90
Loudoun County,5/12/1999,119
Loudoun County,5/13/1999,36
Loudoun County,5/14/1999,33
Loudoun County,5/15/1999,45
Loudoun County,5/16/1999,44
Loudoun County,5/17/1999,35
Loudoun County,5/18/1999,45
Loudoun County,5/19/1999,46
Loudoun County,5/20/1999,44
Loudoun County,5/21/1999,97
Loudoun County,5/22/1999,112
Loudoun County,5/23/1999,64
Loudoun County,5/24/1999,58
Loudoun County,5/25/1999,47
Loudoun County,5/26/1999,64
Loudoun County,5/27/1999,50
Loudoun County,5/28/1999,112
Loudoun County,5/29/1999,154
Loudoun County,5/30/1999,156
Loudoun County,5/31/1999,136
Loudoun County,6/1/1999,61
Loudoun County,6/2/1999,90
Loudoun County,6/3/1999,64
Loudoun County,6/4/1999,54
Loudoun County,6/5/1999,129
Loudoun County,6/6/1999,93
Loudoun County,6/7/1999,136
Loudoun County,6/8/1999,126
Loudoun County,6/9/1999,136
Loudoun County,6/10/1999,58
Loudoun County,6/11/1999,90
Loudoun County,6/12/1999,42
Loudoun County,6/13/1999,37
Loudoun County,6/14/1999,64
Loudoun County,6/15/1999,97
Loudoun County,6/16/1999,46
