Entity properties name,Variable observation date,Variable observation value
Loudoun County,2005-09,144497
Loudoun County,2005-10,145300
Loudoun County,2005-11,145113
Loudoun County,2005-12,145873
Loudoun County,2006-01,150402
Loudoun County,2006-02,150864
Loudoun County,2006-03,152111
Loudoun County,2006-04,152011
Loudoun County,2006-05,152977
Loudoun County,2006-06,154356
Loudoun County,2006-07,155435
Loudoun County,2006-08,154100
Loudoun County,2006-09,153003
Loudoun County,2006-10,153986
Loudoun County,2006-11,153917
Loudoun County,2006-12,154623
Loudoun County,2007-01,157562
Loudoun County,2007-02,157720
Loudoun County,2007-03,159149
Loudoun County,2007-04,159345
Loudoun County,2007-05,160067
Loudoun County,2007-06,161651
Loudoun County,2007-07,163330
Loudoun County,2007-08,160752
Loudoun County,2007-09,159833
Loudoun County,2007-10,160856
Loudoun County,2007-11,161279
Loudoun County,2007-12,161164
Loudoun County,2008-01,164778
Loudoun County,2008-02,165199
Loudoun County,2008-03,166437
Loudoun County,2008-04,167895
Loudoun County,2008-05,168264
Loudoun County,2008-06,169064
Loudoun County,2008-07,171575
Loudoun County,2008-08,168706
Loudoun County,2008-09,166953
Loudoun County,2008-10,168069
Loudoun County,2008-11,167010
Loudoun County,2008-12,166632
Loudoun County,2009-01,165471
Loudoun County,2009-02,165573
Loudoun County,2009-03,166016
Loudoun County,2009-04,167036
Loudoun County,2009-05,166955
Loudoun County,2009-06,168105
Loudoun County,2009-07,169937
Loudoun County,2009-08,167243
Loudoun County,2009-09,164910
Loudoun County,2009-10,166032
Loudoun County,2009-11,166280
Loudoun County,2009-12,165435
Loudoun County,2010-01,162774
Loudoun County,2010-02,162447
Loudoun County,2010-03,164442
Loudoun County,2010-04,166347
Loudoun County,2010-05,166409
Loudoun County,2010-06,167548
Loudoun County,2010-07,169553
Loudoun County,2010-08,167528
Loudoun County,2010-09,166622
Loudoun County,2010-10,167466
Loudoun County,2010-11,167452
Loudoun County,2010-12,168253
Loudoun County,2011-01,169918
Loudoun County,2011-02,170760
Loudoun County,2011-03,172011
Loudoun County,2011-04,172796
Loudoun County,2011-05,172599
Loudoun County,2011-06,173300
Loudoun County,2011-07,174961
Loudoun County,2011-08,172871
Loudoun County,2011-09,173196
Loudoun County,2011-10,173770
Loudoun County,2011-11,173830
Loudoun County,2011-12,173686
Loudoun County,2012-01,175305
Loudoun County,2012-02,176374
Loudoun County,2012-03,177334
Loudoun County,2012-04,177165
Loudoun County,2012-05,177559
Loudoun County,2012-06,178783
Loudoun County,2012-07,179452
Loudoun County,2012-08,177410
Loudoun County,2012-09,177836
Loudoun County,2012-10,179222
Loudoun County,2012-11,178419
Loudoun County,2012-12,178273
Loudoun County,2013-01,181148
Loudoun County,2013-02,181920
Loudoun County,2013-03,182728
Loudoun County,2013-04,183183
Loudoun County,2013-05,183654
Loudoun County,2013-06,184337
Loudoun County,2013-07,185464
Loudoun County,2013-08,182998
Loudoun County,2013-09,182945
Loudoun County,2013-10,182067
Loudoun County,2013-11,182766
Loudoun County,2013-12,182717
Loudoun County,2014-01,186783
Loudoun County,2014-02,187540
Loudoun County,2014-03,188415
Loudoun County,2014-04,188931
Loudoun County,2014-05,189499
Loudoun County,2014-06,190491
Loudoun County,2014-07,190987
Loudoun County,2014-08,187959
Loudoun County,2014-09,187274
Loudoun County,2014-10,188902
Loudoun County,2014-11,187741
Loudoun County,2014-12,187471
Loudoun County,2015-01,191838
Loudoun County,2015-02,192119
Loudoun County,2015-03,192377
Loudoun County,2015-04,194385
Loudoun County,2015-05,194966
Loudoun County,2015-06,195524
Loudoun County,2015-07,196863
Loudoun County,2015-08,193921
Loudoun County,2015-09,192192
Loudoun County,2015-10,193946
Loudoun County,2015-11,193626
Loudoun County,2015-12,194197
Loudoun County,2016-01,197718
Loudoun County,2016-02,198949
Loudoun County,2016-03,200330
Loudoun County,2016-04,201096
Loudoun County,2016-05,201607
Loudoun County,2016-06,202742
Loudoun County,2016-07,203888
Loudoun County,2016-08,201148
Loudoun County,2016-09,200331
Loudoun County,2016-10,201875
Loudoun County,2016-11,201456
Loudoun County,2016-12,201798
Loudoun County,2017-01,205228
Loudoun County,2017-02,206659
Loudoun County,2017-03,208567
Loudoun County,2017-04,209687
Loudoun County,2017-05,210118
Loudoun County,2017-06,212102
Loudoun County,2017-07,213288
Loudoun County,2017-08,209941
Loudoun County,2017-09,210355
Loudoun County,2017-10,210766
Loudoun County,2017-11,209893
Loudoun County,2017-12,209571
Loudoun County,2018-01,211702
Loudoun County,2018-02,213789
Loudoun County,2018-03,214346
Loudoun County,2018-04,215016
Loudoun County,2018-05,215747
Loudoun County,2018-06,217477
Loudoun County,2018-07,218712
Loudoun County,2018-08,214120
Loudoun County,2018-09,213921
Loudoun County,2018-10,215416
Loudoun County,2018-11,214820
Loudoun County,2018-12,215076
Loudoun County,2019-01,217923
Loudoun County,2019-02,219935
Loudoun County,2019-03,221250
Loudoun County,2019-04,221602
Loudoun County,2019-05,222516
Loudoun County,2019-06,224878
Loudoun County,2019-07,226293
Loudoun County,2019-08,222644
Loudoun County,2019-09,222386
Loudoun County,2019-10,224393
Loudoun County,2019-11,223519
Loudoun County,2019-12,223232
Loudoun County,2020-01,226059
Loudoun County,2020-02,227350
Loudoun County,2020-03,225693
Loudoun County,2020-04,200276
Loudoun County,2020-05,200503
Loudoun County,2020-06,206824
Loudoun County,2020-07,208826
Loudoun County,2020-08,211530
Loudoun County,2020-09,210980
Loudoun County,2020-10,213186
Loudoun County,2020-11,211988
Loudoun County,2020-12,211706
Loudoun County,2021-01,211851
Loudoun County,2021-02,213338
Loudoun County,2021-03,215313
Loudoun County,2021-04,216487
Loudoun County,2021-05,217166
Loudoun County,2021-06,219259
Loudoun County,2021-07,221360
Loudoun County,2021-08,218987
Loudoun County,2021-09,218565
Loudoun County,2021-10,220261
Loudoun County,2021-11,220649
Loudoun County,2021-12,221488
Loudoun County,2022-01,221354
Loudoun County,2022-02,223742
Loudoun County,2022-03,226022
Loudoun County,2022-04,226188
Loudoun County,2022-05,227076
Loudoun County,2022-06,228174
Loudoun County,2022-07,229430
Loudoun County,2022-08,227536
Loudoun County,2022-09,226925
Loudoun County,2022-10,228246
Loudoun County,2022-11,227667
Loudoun County,2022-12,228203
Loudoun County,2023-01,228966
Loudoun County,2023-02,230763
Loudoun County,2023-03,233083
Loudoun County,2023-04,233318
Loudoun County,2023-05,233750
Loudoun County,2023-06,235634
Loudoun County,2023-07,236309
Loudoun County,2023-08,234106
Loudoun County,2023-09,232770
Loudoun County,2023-10,233121
Loudoun County,2023-11,232848
Loudoun County,2023-12,231669
Loudoun County,2024-01,232569
Loudoun County,2024-02,232173
Loudoun County,2024-03,233854
Loudoun County,2024-04,233836
Loudoun County,2024-05,234148
Loudoun County,2024-06,235437
Loudoun County,2024-07,234193
Loudoun County,2024-08,231627
Loudoun County,2024-09,232134
Loudoun County,2024-10,232956
Loudoun County,2024-11,231514
Loudoun County,2024-12,231968
