Entity properties name,Variable observation date,Variable observation value
Howard County,2023-05,185007
Howard County,2023-06,186817
Howard County,2023-07,188091
Howard County,2023-08,186808
Howard County,2023-09,185484
Howard County,2023-10,185819
Howard County,2023-11,186166
Howard County,2023-12,184844
Howard County,2024-01,182549
Howard County,2024-02,183030
Howard County,2024-03,185068
Howard County,2024-04,186284
Howard County,2024-05,185594
Howard County,2024-06,186061
Howard County,2024-07,187568
Howard County,2024-08,186784
Howard County,2024-09,186581
Howard County,2024-10,186413
Howard County,2024-11,185888
Howard County,2024-12,185423
