Entity properties name,Variable observation date,Variable observation value
Montgomery County,2010-08,505270
Montgomery County,2010-09,505219
Montgomery County,2010-10,506129
Montgomery County,2010-11,506024
Montgomery County,2010-12,505379
Montgomery County,2011-01,506346
Montgomery County,2011-02,503923
Montgomery County,2011-03,507155
Montgomery County,2011-04,507061
Montgomery County,2011-05,506763
Montgomery County,2011-06,508049
Montgomery County,2011-07,513079
Montgomery County,2011-08,506775
Montgomery County,2011-09,506753
Montgomery County,2011-10,511490
Montgomery County,2011-11,511735
Montgomery County,2011-12,511177
Montgomery County,2012-01,508032
Montgomery County,2012-02,506471
Montgomery County,2012-03,509116
Montgomery County,2012-04,508297
Montgomery County,2012-05,510712
Montgomery County,2012-06,514742
Montgomery County,2012-07,519315
Montgomery County,2012-08,514050
Montgomery County,2012-09,514173
Montgomery County,2012-10,518618
Montgomery County,2012-11,517286
Montgomery County,2012-12,517509
Montgomery County,2013-01,516267
Montgomery County,2013-02,512139
Montgomery County,2013-03,512708
Montgomery County,2013-04,514871
Montgomery County,2013-05,516317
Montgomery County,2013-06,518567
Montgomery County,2013-07,523302
Montgomery County,2013-08,518471
Montgomery County,2013-09,517167
Montgomery County,2013-10,513971
Montgomery County,2013-11,516739
Montgomery County,2013-12,517111
Montgomery County,2014-01,518983
Montgomery County,2014-02,515600
Montgomery County,2014-03,517686
Montgomery County,2014-04,517009
Montgomery County,2014-05,519274
Montgomery County,2014-06,523393
Montgomery County,2014-07,525678
Montgomery County,2014-08,521183
Montgomery County,2014-09,519038
Montgomery County,2014-10,523731
Montgomery County,2014-11,523275
Montgomery County,2014-12,523527
Montgomery County,2015-01,525462
Montgomery County,2015-02,523056
Montgomery County,2015-03,524917
Montgomery County,2015-04,526401
Montgomery County,2015-05,526098
Montgomery County,2015-06,528699
Montgomery County,2015-07,531240
Montgomery County,2015-08,525630
Montgomery County,2015-09,523418
Montgomery County,2015-10,527260
Montgomery County,2015-11,527056
Montgomery County,2015-12,526482
Montgomery County,2016-01,522942
Montgomery County,2016-02,523784
Montgomery County,2016-03,525226
Montgomery County,2016-04,522996
Montgomery County,2016-05,522290
Montgomery County,2016-06,526930
Montgomery County,2016-07,531596
Montgomery County,2016-08,528480
Montgomery County,2016-09,527612
Montgomery County,2016-10,529395
Montgomery County,2016-11,528786
Montgomery County,2016-12,528088
Montgomery County,2017-01,537891
Montgomery County,2017-02,539898
Montgomery County,2017-03,543036
Montgomery County,2017-04,539248
Montgomery County,2017-05,537636
Montgomery County,2017-06,546203
Montgomery County,2017-07,549882
Montgomery County,2017-08,546600
Montgomery County,2017-09,549251
Montgomery County,2017-10,545487
Montgomery County,2017-11,544575
Montgomery County,2017-12,542159
Montgomery County,2018-01,539216
Montgomery County,2018-02,545191
Montgomery County,2018-03,547998
Montgomery County,2018-04,545361
Montgomery County,2018-05,544742
Montgomery County,2018-06,549823
Montgomery County,2018-07,555105
Montgomery County,2018-08,549174
Montgomery County,2018-09,548971
Montgomery County,2018-10,552198
Montgomery County,2018-11,552409
Montgomery County,2018-12,552242
Montgomery County,2019-01,550843
Montgomery County,2019-02,554988
Montgomery County,2019-03,556945
Montgomery County,2019-04,555601
Montgomery County,2019-05,555685
Montgomery County,2019-06,563104
Montgomery County,2019-07,570256
Montgomery County,2019-08,565610
Montgomery County,2019-09,566023
Montgomery County,2019-10,566804
Montgomery County,2019-11,567151
Montgomery County,2019-12,564932
Montgomery County,2020-01,563677
Montgomery County,2020-02,565371
Montgomery County,2020-03,559127
Montgomery County,2020-04,504974
Montgomery County,2020-05,501221
Montgomery County,2020-06,506898
Montgomery County,2020-07,513494
Montgomery County,2020-08,518512
Montgomery County,2020-09,511206
Montgomery County,2020-10,518305
Montgomery County,2020-11,512163
Montgomery County,2020-12,508153
Montgomery County,2021-01,505250
Montgomery County,2021-02,506753
Montgomery County,2021-03,512691
Montgomery County,2021-04,511982
Montgomery County,2021-05,514890
Montgomery County,2021-06,517159
Montgomery County,2021-07,523743
Montgomery County,2021-08,520237
Montgomery County,2021-09,515942
Montgomery County,2021-10,520723
Montgomery County,2021-11,521745
Montgomery County,2021-12,521077
Montgomery County,2022-01,521068
Montgomery County,2022-02,523611
Montgomery County,2022-03,527567
Montgomery County,2022-04,529140
Montgomery County,2022-05,530283
Montgomery County,2022-06,531705
Montgomery County,2022-07,534581
Montgomery County,2022-08,529520
Montgomery County,2022-09,526759
Montgomery County,2022-10,530263
Montgomery County,2022-11,527970
Montgomery County,2022-12,527233
Montgomery County,2023-01,531398
Montgomery County,2023-02,531848
Montgomery County,2023-03,536244
Montgomery County,2023-04,540929
Montgomery County,2023-05,538490
Montgomery County,2023-06,542230
Montgomery County,2023-07,547537
Montgomery County,2023-08,540733
Montgomery County,2023-09,537005
Montgomery County,2023-10,538908
Montgomery County,2023-11,539327
Montgomery County,2023-12,533225
Montgomery County,2024-01,531471
Montgomery County,2024-02,530501
Montgomery County,2024-03,538502
Montgomery County,2024-04,543599
Montgomery County,2024-05,538912
Montgomery County,2024-06,541341
Montgomery County,2024-07,548553
Montgomery County,2024-08,543153
Montgomery County,2024-09,542873
Montgomery County,2024-10,541917
Montgomery County,2024-11,538466
Montgomery County,2024-12,535724
